,Porcentaje_Sustituciones,porc_Rechazos,porc_NE,porc_Aptos,Casillas_x_CAE_escaladas,A1,B1,C1,Rural1,Urbana1,porc_m_mesas,porc_sin_e_mesas,porc_prim_mesas,porc_sec_mesas,porc_bach_mesas,porc_lic_mesas,edad_min_escalada_X_edo,edad_max_escalada_X_edo,edad_promedio_escalada_X_edo,edad_rango_escalada_X_edo,ciudadanos_antemesas_escalada_X_edo,edad_min_escalada_Nacional,edad_max_escalada_Nacional,edad_promedio_escalada_Nacional,edad_rango_escalada_Nacional,ciudadanos_antemesas_escalada_Nacional,Ausentismo2,Llave.Casilla,NOMBRE_ESTADO.x,iD_ESTADO.x,ID_DISTRITO.x,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA
7094,0.555555556,0.190789474,0.217105263,0.203947368,0.714285714,0,0,1,0,1,0.444444444,0,0,0,0.111111111,0.555555556,0.48,0.807692308,0.672413793,0.672413793,1,0.436363636,0.807692308,0.609375,0.672413793,1,0,9-DISTRITO FEDERAL-24-552-B,DISTRITO FEDERAL,9,24,552,1,B,0
7108,0.666666667,0.317535545,0.398104265,0.218009479,0.857142857,0,0,1,0,1,0.666666667,0,0.111111111,0.555555556,0.333333333,0,0.54,0.884615385,0.793103448,0.724137931,1,0.490909091,0.884615385,0.71875,0.724137931,1,1,9-DISTRITO FEDERAL-24-558-B,DISTRITO FEDERAL,9,24,558,1,B,0
7109,0.777777778,0.317535545,0.398104265,0.218009479,0.857142857,0,0,1,0,1,0.777777778,0,0.333333333,0.444444444,0.111111111,0.111111111,0.4,0.858974359,0.689655172,0.810344828,1,0.363636364,0.858974359,0.625,0.810344828,1,1,9-DISTRITO FEDERAL-24-558-C1,DISTRITO FEDERAL,9,24,558,1,C,0
7113,0.222222222,0.149779736,0.444933921,0.251101322,0.857142857,0,1,0,0,1,0.888888889,0,0.111111111,0.333333333,0.333333333,0.111111111,0.44,0.858974359,0.620689655,0.775862069,1,0.4,0.858974359,0.5625,0.775862069,1,1,9-DISTRITO FEDERAL-24-560-B,DISTRITO FEDERAL,9,24,560,1,B,0
7118,0.888888889,0.382198953,0.172774869,0.172774869,0.571428571,0,1,0,0,1,0.666666667,0,0,0.111111111,0.444444444,0.111111111,0.44,0.871794872,0.672413793,0.793103448,1,0.4,0.871794872,0.609375,0.793103448,1,1,9-DISTRITO FEDERAL-24-562-B,DISTRITO FEDERAL,9,24,562,1,B,0
7120,0.777777778,0.321167883,0.197080292,0.197080292,0.857142857,0,1,0,0,1,0.666666667,0,0.111111111,0,0.111111111,0.666666667,0.46,0.769230769,0.620689655,0.637931034,1,0.418181818,0.769230769,0.5625,0.637931034,1,0,9-DISTRITO FEDERAL-24-563-B,DISTRITO FEDERAL,9,24,563,1,B,0
7121,0.555555556,0.321167883,0.197080292,0.197080292,0.857142857,0,1,0,0,1,0.444444444,0,0,0,0.444444444,0.444444444,0.36,0.756410256,0.620689655,0.706896552,1,0.327272727,0.756410256,0.5625,0.706896552,1,0,9-DISTRITO FEDERAL-24-563-C1,DISTRITO FEDERAL,9,24,563,1,C,0
7123,0.333333333,0.507936508,0.222222222,0.222222222,0.714285714,0,0,1,0,1,0.666666667,0,0,0.222222222,0.222222222,0.555555556,0.36,0.807692308,0.655172414,0.775862069,1,0.327272727,0.807692308,0.59375,0.775862069,1,0,9-DISTRITO FEDERAL-24-565-B,DISTRITO FEDERAL,9,24,565,1,B,0
7125,0.222222222,0.398550725,0.18115942,0.166666667,0.857142857,0,1,0,0,1,0.444444444,0,0,0,0.111111111,0.777777778,0.38,0.884615385,0.862068966,0.862068966,1,0.345454545,0.884615385,0.78125,0.862068966,1,0,9-DISTRITO FEDERAL-24-566-B,DISTRITO FEDERAL,9,24,566,1,B,0
7129,0.888888889,0.176470588,0.267973856,0.254901961,0.857142857,0,1,0,0,1,0.666666667,0,0,0.111111111,0.222222222,0.666666667,0.4,0.871794872,0.74137931,0.827586207,1,0.363636364,0.871794872,0.671875,0.827586207,1,0,9-DISTRITO FEDERAL-24-568-C1,DISTRITO FEDERAL,9,24,568,1,C,0
7130,1.111111111,0.282352941,0.211764706,0.205882353,0.857142857,0,0,1,0,1,0.555555556,0,0,0.111111111,0.444444444,0.444444444,0.4,0.858974359,0.844827586,0.810344828,1,0.363636364,0.858974359,0.765625,0.810344828,1,0,9-DISTRITO FEDERAL-24-569-B,DISTRITO FEDERAL,9,24,569,1,B,0
7131,0.222222222,0.282352941,0.211764706,0.205882353,0.857142857,0,0,1,0,1,0.333333333,0,0,0,0.444444444,0.555555556,0.36,0.794871795,0.620689655,0.75862069,1,0.327272727,0.794871795,0.5625,0.75862069,1,0,9-DISTRITO FEDERAL-24-569-C1,DISTRITO FEDERAL,9,24,569,1,C,0
7133,1,0.248587571,0.163841808,0.163841808,0.571428571,0,1,0,0,1,0.666666667,0,0.222222222,0.222222222,0.444444444,0.111111111,0.42,0.858974359,0.724137931,0.793103448,1,0.381818182,0.858974359,0.65625,0.793103448,1,1,9-DISTRITO FEDERAL-24-570-C1,DISTRITO FEDERAL,9,24,570,1,C,0
7141,0.666666667,0.221198157,0.387096774,0.244239631,0.857142857,0,0,1,0,1,0.777777778,0,0.222222222,0.333333333,0.333333333,0.111111111,0.38,0.782051282,0.689655172,0.724137931,1,0.345454545,0.782051282,0.625,0.724137931,1,1,9-DISTRITO FEDERAL-24-573-C1,DISTRITO FEDERAL,9,24,573,1,C,0
7143,0.555555556,0.271604938,0.222222222,0.222222222,0.714285714,0,1,0,0,1,0.555555556,0,0,0.111111111,0.555555556,0.333333333,0.36,0.871794872,0.74137931,0.862068966,1,0.327272727,0.871794872,0.671875,0.862068966,1,0,9-DISTRITO FEDERAL-24-574-B,DISTRITO FEDERAL,9,24,574,1,B,0
7150,0.555555556,0.243534483,0.163793103,0.148706897,0.714285714,0,1,0,0,1,0.444444444,0,0.111111111,0.111111111,0.222222222,0.555555556,0.46,0.794871795,0.775862069,0.672413793,1,0.418181818,0.794871795,0.703125,0.672413793,1,0,9-DISTRITO FEDERAL-24-576-C4,DISTRITO FEDERAL,9,24,576,4,C,0
7151,0.111111111,0.246666667,0.18,0.18,0.857142857,0,1,0,0,1,0.444444444,0,0.111111111,0.111111111,0.222222222,0.555555556,0.44,0.628205128,0.603448276,0.465517241,1,0.4,0.628205128,0.546875,0.465517241,1,1,9-DISTRITO FEDERAL-24-577-B,DISTRITO FEDERAL,9,24,577,1,B,0
7152,0.555555556,0.246666667,0.18,0.18,0.857142857,0,1,0,0,1,0.444444444,0,0,0.111111111,0.222222222,0.666666667,0.42,0.858974359,0.775862069,0.793103448,1,0.381818182,0.858974359,0.703125,0.793103448,1,1,9-DISTRITO FEDERAL-24-577-C1,DISTRITO FEDERAL,9,24,577,1,C,0
7154,0.222222222,0.13592233,0.242718447,0.242718447,0.857142857,0,0,1,0,1,0.666666667,0,0.111111111,0.111111111,0.111111111,0.666666667,0.4,0.858974359,0.620689655,0.810344828,1,0.363636364,0.858974359,0.5625,0.810344828,1,0,9-DISTRITO FEDERAL-24-578-C1,DISTRITO FEDERAL,9,24,578,1,C,0
7155,0.222222222,0.303797468,0.221518987,0.215189873,0.714285714,0,1,0,0,1,0.444444444,0,0,0.333333333,0.333333333,0.333333333,0.44,0.743589744,0.75862069,0.620689655,1,0.4,0.743589744,0.6875,0.620689655,1,1,9-DISTRITO FEDERAL-24-579-B,DISTRITO FEDERAL,9,24,579,1,B,0
7161,0.555555556,0.414285714,0.219047619,0.219047619,0.857142857,0,1,0,0,1,0.555555556,0,0,0,0.333333333,0.444444444,0.44,0.833333333,0.724137931,0.74137931,1,0.4,0.833333333,0.65625,0.74137931,1,1,9-DISTRITO FEDERAL-24-582-B,DISTRITO FEDERAL,9,24,582,1,B,0
7165,0.666666667,0.371681416,0.238938053,0.230088496,0.857142857,0,0,1,0,1,0.555555556,0,0,0,0.444444444,0.333333333,0.38,0.897435897,0.879310345,0.879310345,1,0.345454545,0.897435897,0.796875,0.879310345,1,0,9-DISTRITO FEDERAL-24-584-B,DISTRITO FEDERAL,9,24,584,1,B,0
7168,0.111111111,0.4,0.152941176,0.152941176,0.857142857,0,1,0,0,1,0.777777778,0,0,0.111111111,0.222222222,0.555555556,0.36,0.871794872,0.74137931,0.862068966,1,0.327272727,0.871794872,0.671875,0.862068966,1,1,9-DISTRITO FEDERAL-24-586-B,DISTRITO FEDERAL,9,24,586,1,B,0
7169,1,0.4,0.152941176,0.152941176,0.857142857,0,1,0,0,1,0.333333333,0,0,0.111111111,0.444444444,0.444444444,0.38,0.846153846,0.75862069,0.810344828,1,0.345454545,0.846153846,0.6875,0.810344828,1,0,9-DISTRITO FEDERAL-24-586-C1,DISTRITO FEDERAL,9,24,586,1,C,0
7173,0.444444444,0.2890625,0.2421875,0.2421875,0.714285714,0,0,1,0,1,0.444444444,0,0.111111111,0.111111111,0.222222222,0.333333333,0.36,0.871794872,0.810344828,0.862068966,1,0.327272727,0.871794872,0.734375,0.862068966,1,1,9-DISTRITO FEDERAL-24-588-B,DISTRITO FEDERAL,9,24,588,1,B,0
7176,0.666666667,0.157142857,0.271428571,0.178571429,0.714285714,0,1,0,0,1,0.666666667,0,0,0,0.444444444,0.555555556,0.44,0.871794872,0.862068966,0.793103448,1,0.4,0.871794872,0.78125,0.793103448,1,0,9-DISTRITO FEDERAL-24-589-C1,DISTRITO FEDERAL,9,24,589,1,C,0
7177,0.555555556,0.355769231,0.230769231,0.230769231,0.857142857,0,0,1,0,1,0.666666667,0,0,0,0.222222222,0.777777778,0.38,0.871794872,0.655172414,0.844827586,1,0.345454545,0.871794872,0.59375,0.844827586,1,1,9-DISTRITO FEDERAL-24-590-C1,DISTRITO FEDERAL,9,24,590,1,C,0
7181,0.888888889,0.465174129,0.151741294,0.149253731,0.714285714,0,0,1,0,1,0.555555556,0,0,0,0.444444444,0.555555556,0.38,0.897435897,0.620689655,0.879310345,1,0.345454545,0.897435897,0.5625,0.879310345,1,1,9-DISTRITO FEDERAL-24-591-C2,DISTRITO FEDERAL,9,24,591,2,C,0
7182,0.444444444,0.465174129,0.151741294,0.149253731,0.714285714,0,0,1,0,1,0.666666667,0.222222222,0,0.111111111,0.111111111,0.555555556,0.38,0.730769231,0.517241379,0.655172414,1,0.345454545,0.730769231,0.46875,0.655172414,1,0,9-DISTRITO FEDERAL-24-591-C3,DISTRITO FEDERAL,9,24,591,3,C,0
7185,0.666666667,0.233766234,0.207792208,0.201298701,0.857142857,0,0,1,0,1,0.555555556,0,0.111111111,0.111111111,0.666666667,0.111111111,0.38,0.897435897,0.689655172,0.879310345,1,0.345454545,0.897435897,0.625,0.879310345,1,0,9-DISTRITO FEDERAL-24-592-C1,DISTRITO FEDERAL,9,24,592,1,C,0
7189,0.555555556,0.238888889,0.322222222,0.277777778,0.857142857,0,1,0,0,1,0.666666667,0,0,0,0.555555556,0.333333333,0.38,0.769230769,0.775862069,0.706896552,1,0.345454545,0.769230769,0.703125,0.706896552,1,0,9-DISTRITO FEDERAL-24-594-C1,DISTRITO FEDERAL,9,24,594,1,C,0
7197,0.666666667,0.260416667,0.25,0.208333333,0.714285714,1,0,0,0,1,0.666666667,0,0.222222222,0,0.444444444,0.333333333,0.42,0.833333333,0.74137931,0.75862069,1,0.381818182,0.833333333,0.671875,0.75862069,1,0,9-DISTRITO FEDERAL-24-597-C2,DISTRITO FEDERAL,9,24,597,2,C,0
7198,0.666666667,0.174193548,0.258064516,0.2,0.714285714,0,1,0,0,1,0.666666667,0,0,0.111111111,0.333333333,0.555555556,0.4,0.820512821,0.689655172,0.75862069,1,0.363636364,0.820512821,0.625,0.75862069,1,1,9-DISTRITO FEDERAL-24-598-B,DISTRITO FEDERAL,9,24,598,1,B,0
7199,0.555555556,0.174193548,0.258064516,0.2,0.714285714,0,1,0,0,1,0.666666667,0,0,0.222222222,0.333333333,0.333333333,0.82,0.871794872,0.948275862,0.465517241,1,0.745454545,0.871794872,0.859375,0.465517241,1,1,9-DISTRITO FEDERAL-24-598-C1,DISTRITO FEDERAL,9,24,598,1,C,0
7201,0.444444444,0.083333333,0.286458333,0.28125,0.714285714,0,1,0,0,1,0.333333333,0,0,0.222222222,0.222222222,0.555555556,0.38,0.820512821,0.603448276,0.775862069,1,0.345454545,0.820512821,0.546875,0.775862069,1,0,9-DISTRITO FEDERAL-24-599-C1,DISTRITO FEDERAL,9,24,599,1,C,0
7203,0.444444444,0.24852071,0.201183432,0.201183432,1,0,1,0,0,1,0.444444444,0,0,0.111111111,0.222222222,0.555555556,0.38,0.884615385,0.534482759,0.862068966,1,0.345454545,0.884615385,0.484375,0.862068966,1,0,9-DISTRITO FEDERAL-24-600-B,DISTRITO FEDERAL,9,24,600,1,B,0
7206,1,0.259036145,0.192771084,0.192771084,1,0,0,1,0,1,0.777777778,0,0.111111111,0.111111111,0.444444444,0.333333333,0.38,0.833333333,0.637931034,0.793103448,1,0.345454545,0.833333333,0.578125,0.793103448,1,1,9-DISTRITO FEDERAL-24-601-C1,DISTRITO FEDERAL,9,24,601,1,C,0
7207,0.555555556,0.169491525,0.165254237,0.165254237,0.857142857,0,0,1,0,1,0.444444444,0,0.222222222,0.111111111,0.555555556,0.111111111,0.48,0.833333333,0.810344828,0.706896552,1,0.436363636,0.833333333,0.734375,0.706896552,1,0,9-DISTRITO FEDERAL-24-602-B,DISTRITO FEDERAL,9,24,602,1,B,0
7211,0.555555556,0.328502415,0.217391304,0.212560386,0.714285714,0,1,0,0,1,0.555555556,0,0,0,0.111111111,0.666666667,0.54,0.897435897,0.844827586,0.74137931,1,0.490909091,0.897435897,0.765625,0.74137931,1,0,9-DISTRITO FEDERAL-24-603-C1,DISTRITO FEDERAL,9,24,603,1,C,0
7212,0.333333333,0.328502415,0.217391304,0.212560386,0.714285714,0,1,0,0,1,0.444444444,0,0.111111111,0,0.222222222,0.555555556,0.36,0.897435897,0.74137931,0.896551724,1,0.327272727,0.897435897,0.671875,0.896551724,1,0,9-DISTRITO FEDERAL-24-603-C2,DISTRITO FEDERAL,9,24,603,2,C,0
7215,0.222222222,0.271428571,0.214285714,0.214285714,0.714285714,0,1,0,0,1,0.777777778,0,0.111111111,0,0.111111111,0.666666667,0.62,0.858974359,0.862068966,0.620689655,1,0.563636364,0.858974359,0.78125,0.620689655,1,0,9-DISTRITO FEDERAL-24-605-B,DISTRITO FEDERAL,9,24,605,1,B,0
7217,0.555555556,0.271428571,0.214285714,0.214285714,0.714285714,0,1,0,0,1,0.555555556,0,0.111111111,0.111111111,0,0.777777778,0.52,0.807692308,0.706896552,0.637931034,1,0.472727273,0.807692308,0.640625,0.637931034,1,0,9-DISTRITO FEDERAL-24-605-C2,DISTRITO FEDERAL,9,24,605,2,C,0
7218,0.222222222,0.145454545,0.222727273,0.222727273,0.714285714,0,1,0,0,1,0.555555556,0,0,0.111111111,0.111111111,0.555555556,0.44,0.820512821,0.75862069,0.724137931,1,0.4,0.820512821,0.6875,0.724137931,1,0,9-DISTRITO FEDERAL-24-606-B,DISTRITO FEDERAL,9,24,606,1,B,0
7221,0.777777778,0.064516129,0.24516129,0.24516129,0.714285714,0,1,0,0,1,0.888888889,0,0,0.333333333,0.555555556,0.111111111,0.42,0.858974359,0.844827586,0.793103448,1,0.381818182,0.858974359,0.765625,0.793103448,1,0,9-DISTRITO FEDERAL-24-607-B,DISTRITO FEDERAL,9,24,607,1,B,0
7223,0.222222222,0.107296137,0.175965665,0.175965665,0.714285714,0,0,1,0,1,0.333333333,0,0.111111111,0.111111111,0.222222222,0.444444444,0.38,0.833333333,0.75862069,0.793103448,1,0.345454545,0.833333333,0.6875,0.793103448,1,0,9-DISTRITO FEDERAL-24-608-C1,DISTRITO FEDERAL,9,24,608,1,C,0
7224,0.888888889,0.107296137,0.175965665,0.175965665,0.714285714,0,0,1,0,1,0.555555556,0,0.111111111,0.111111111,0.333333333,0.444444444,0.46,0.769230769,0.74137931,0.637931034,1,0.418181818,0.769230769,0.671875,0.637931034,1,1,9-DISTRITO FEDERAL-24-608-C2,DISTRITO FEDERAL,9,24,608,2,C,0
7229,0.777777778,0.18,0.29,0.24,0.714285714,0,1,0,0,1,0.777777778,0,0,0.222222222,0.444444444,0.333333333,0.36,0.756410256,0.655172414,0.706896552,1,0.327272727,0.756410256,0.59375,0.706896552,1,1,9-DISTRITO FEDERAL-24-610-C1,DISTRITO FEDERAL,9,24,610,1,C,0
7230,0.222222222,0.18,0.29,0.24,0.714285714,0,1,0,0,1,0.888888889,0,0,0.222222222,0.333333333,0.444444444,0.42,0.807692308,0.793103448,0.724137931,1,0.381818182,0.807692308,0.71875,0.724137931,1,1,9-DISTRITO FEDERAL-24-610-C2,DISTRITO FEDERAL,9,24,610,2,C,0
7231,0.666666667,0.096774194,0.26344086,0.220430108,0.714285714,0,0,1,0,1,0.555555556,0,0,0.222222222,0.222222222,0.555555556,0.46,0.743589744,0.620689655,0.603448276,1,0.418181818,0.743589744,0.5625,0.603448276,1,1,9-DISTRITO FEDERAL-24-611-B,DISTRITO FEDERAL,9,24,611,1,B,0
7236,0.777777778,0.219512195,0.292682927,0.243902439,0.857142857,0,0,1,0,1,0.555555556,0,0.111111111,0,0,0.555555556,0.44,0.769230769,0.74137931,0.655172414,1,0.4,0.769230769,0.671875,0.655172414,1,1,9-DISTRITO FEDERAL-24-614-B,DISTRITO FEDERAL,9,24,614,1,B,0
7239,0.555555556,0.198717949,0.211538462,0.185897436,0.857142857,0,0,1,0,1,0.555555556,0,0,0,0.111111111,0.888888889,0.42,0.743589744,0.551724138,0.637931034,1,0.381818182,0.743589744,0.5,0.637931034,1,1,9-DISTRITO FEDERAL-24-615-C1,DISTRITO FEDERAL,9,24,615,1,C,0
7241,0.444444444,0.167487685,0.246305419,0.236453202,0.714285714,0,0,1,0,1,0.666666667,0,0.333333333,0.444444444,0.222222222,0,0.38,0.743589744,0.689655172,0.672413793,1,0.345454545,0.743589744,0.625,0.672413793,1,1,9-DISTRITO FEDERAL-24-616-C1,DISTRITO FEDERAL,9,24,616,1,C,0
7244,0.222222222,0.080357143,0.303571429,0.303571429,1,0,1,0,0,1,0.888888889,0,0.222222222,0.333333333,0.222222222,0.222222222,0.52,0.730769231,0.637931034,0.534482759,1,0.472727273,0.730769231,0.578125,0.534482759,1,1,9-DISTRITO FEDERAL-24-617-C1,DISTRITO FEDERAL,9,24,617,1,C,0
7247,0.111111111,0.22147651,0.231543624,0.224832215,0.857142857,1,0,0,0,1,0.555555556,0,0.222222222,0.222222222,0.444444444,0.111111111,0.4,0.884615385,0.689655172,0.844827586,1,0.363636364,0.884615385,0.625,0.844827586,1,0,9-DISTRITO FEDERAL-24-618-C2,DISTRITO FEDERAL,9,24,618,2,C,0
7248,0.333333333,0.191011236,0.151685393,0.140449438,0.714285714,0,0,1,0,1,0.777777778,0,0,0,0.444444444,0.333333333,0.54,0.743589744,0.74137931,0.534482759,1,0.490909091,0.743589744,0.671875,0.534482759,1,1,9-DISTRITO FEDERAL-24-619-B,DISTRITO FEDERAL,9,24,619,1,B,0
7250,0.333333333,0.301075269,0.161290323,0.161290323,0.714285714,0,1,0,0,1,0.444444444,0,0,0,0.222222222,0.777777778,0.42,0.794871795,0.603448276,0.706896552,1,0.381818182,0.794871795,0.546875,0.706896552,1,0,9-DISTRITO FEDERAL-24-620-B,DISTRITO FEDERAL,9,24,620,1,B,0
7251,0.666666667,0.301075269,0.161290323,0.161290323,0.714285714,0,0,1,0,1,0.666666667,0,0,0,0.222222222,0.666666667,0.38,0.833333333,0.724137931,0.793103448,1,0.345454545,0.833333333,0.65625,0.793103448,1,0,9-DISTRITO FEDERAL-24-620-C1,DISTRITO FEDERAL,9,24,620,1,C,0
7252,0.444444444,0.205714286,0.182857143,0.171428571,0.714285714,0,1,0,0,1,0.555555556,0,0,0,0.111111111,0.888888889,0.44,0.884615385,0.75862069,0.810344828,1,0.4,0.884615385,0.6875,0.810344828,1,0,9-DISTRITO FEDERAL-24-621-B,DISTRITO FEDERAL,9,24,621,1,B,0
7254,0.666666667,0.323232323,0.227272727,0.227272727,0.857142857,0,1,0,0,1,0.555555556,0,0,0,0.444444444,0.444444444,0.38,0.897435897,0.879310345,0.879310345,1,0.345454545,0.897435897,0.796875,0.879310345,1,0,9-DISTRITO FEDERAL-24-622-B,DISTRITO FEDERAL,9,24,622,1,B,0
7255,0.333333333,0.323232323,0.227272727,0.227272727,0.857142857,1,0,0,0,1,0.666666667,0,0.111111111,0,0.222222222,0.555555556,0.36,0.692307692,0.637931034,0.620689655,1,0.327272727,0.692307692,0.578125,0.620689655,1,0,9-DISTRITO FEDERAL-24-622-C1,DISTRITO FEDERAL,9,24,622,1,C,0
7263,0.555555556,0.055555556,0.212962963,0.194444444,0.857142857,0,0,1,0,1,0.777777778,0.111111111,0,0.111111111,0.222222222,0.333333333,0.48,0.820512821,0.74137931,0.689655172,1,0.436363636,0.820512821,0.671875,0.689655172,1,0,9-DISTRITO FEDERAL-24-625-C1,DISTRITO FEDERAL,9,24,625,1,C,0
7264,0.666666667,0.260638298,0.361702128,0.154255319,0.714285714,1,0,0,0,1,0.444444444,0,0,0,0.222222222,0.666666667,0.46,0.820512821,0.810344828,0.706896552,1,0.418181818,0.820512821,0.734375,0.706896552,1,0,9-DISTRITO FEDERAL-24-626-B,DISTRITO FEDERAL,9,24,626,1,B,0
7265,0.333333333,0.260638298,0.361702128,0.154255319,0.714285714,0,1,0,0,1,0.555555556,0,0,0,0.222222222,0.666666667,0.38,0.807692308,0.706896552,0.75862069,1,0.345454545,0.807692308,0.640625,0.75862069,1,0,9-DISTRITO FEDERAL-24-626-C1,DISTRITO FEDERAL,9,24,626,1,C,0
7266,0.777777778,0.280487805,0.18902439,0.164634146,0.857142857,0,0,1,0,1,0.777777778,0,0,0,0.444444444,0.555555556,0.5,0.871794872,0.827586207,0.74137931,1,0.454545455,0.871794872,0.75,0.74137931,1,0,9-DISTRITO FEDERAL-24-627-B,DISTRITO FEDERAL,9,24,627,1,B,0
7267,0.555555556,0.280487805,0.18902439,0.164634146,0.857142857,0,0,1,0,1,0.666666667,0,0,0.111111111,0.333333333,0.555555556,0.46,0.782051282,0.706896552,0.655172414,1,0.418181818,0.782051282,0.640625,0.655172414,1,0,9-DISTRITO FEDERAL-24-627-C1,DISTRITO FEDERAL,9,24,627,1,C,0
7269,0.333333333,0.296052632,0.190789474,0.190789474,0.857142857,0,0,1,0,1,0.555555556,0,0,0.111111111,0.333333333,0.444444444,0.46,0.858974359,0.844827586,0.75862069,1,0.418181818,0.858974359,0.765625,0.75862069,1,0,9-DISTRITO FEDERAL-24-628-C1,DISTRITO FEDERAL,9,24,628,1,C,0
7271,0.555555556,0.403614458,0.13253012,0.13253012,0.857142857,0,0,1,0,1,0.333333333,0,0,0.111111111,0.222222222,0.666666667,0.42,0.897435897,0.775862069,0.844827586,1,0.381818182,0.897435897,0.703125,0.844827586,1,0,9-DISTRITO FEDERAL-24-629-C1,DISTRITO FEDERAL,9,24,629,1,C,0
7279,0.666666667,0.188811189,0.300699301,0.230769231,0.857142857,0,0,1,0,1,0.555555556,0,0.111111111,0,0.666666667,0,0.36,0.897435897,0.655172414,0.896551724,1,0.327272727,0.897435897,0.59375,0.896551724,1,1,9-DISTRITO FEDERAL-24-634-C1,DISTRITO FEDERAL,9,24,634,1,C,0
7280,0.555555556,0.141176471,0.194117647,0.182352941,0.857142857,0,0,1,0,1,0.666666667,0,0,0.111111111,0.777777778,0.111111111,0.36,0.807692308,0.74137931,0.775862069,1,0.327272727,0.807692308,0.671875,0.775862069,1,0,9-DISTRITO FEDERAL-24-635-B,DISTRITO FEDERAL,9,24,635,1,B,0
7283,0.333333333,0.145251397,0.30726257,0.201117318,0.714285714,0,1,0,0,1,0.555555556,0,0.111111111,0,0.444444444,0.444444444,0.42,0.871794872,0.74137931,0.810344828,1,0.381818182,0.871794872,0.671875,0.810344828,1,1,9-DISTRITO FEDERAL-24-636-C1,DISTRITO FEDERAL,9,24,636,1,C,0
7289,0.666666667,0.165605096,0.503184713,0.261146497,0.857142857,0,1,0,0,1,0.666666667,0,0,0.111111111,0.444444444,0.444444444,0.38,0.794871795,0.620689655,0.74137931,1,0.345454545,0.794871795,0.5625,0.74137931,1,1,9-DISTRITO FEDERAL-24-639-C1,DISTRITO FEDERAL,9,24,639,1,C,0
7290,0.333333333,0.341232227,0.213270142,0.199052133,0.857142857,0,1,0,0,1,0.777777778,0,0,0,0.222222222,0.666666667,0.38,0.666666667,0.551724138,0.568965517,1,0.345454545,0.666666667,0.5,0.568965517,1,1,9-DISTRITO FEDERAL-24-640-B,DISTRITO FEDERAL,9,24,640,1,B,0
7291,0.777777778,0.341232227,0.213270142,0.199052133,0.857142857,0,0,1,0,1,0.222222222,0,0,0,0.111111111,0.555555556,0.4,0.833333333,0.775862069,0.775862069,1,0.363636364,0.833333333,0.703125,0.775862069,1,1,9-DISTRITO FEDERAL-24-640-C1,DISTRITO FEDERAL,9,24,640,1,C,0
7295,1,0.150259067,0.274611399,0.21761658,0.714285714,0,0,1,0,1,0.555555556,0,0.111111111,0,0.222222222,0.555555556,0.44,0.897435897,0.827586207,0.827586207,1,0.4,0.897435897,0.75,0.827586207,1,0,9-DISTRITO FEDERAL-24-641-C2,DISTRITO FEDERAL,9,24,641,2,C,0
7299,0.111111111,0.284768212,0.17218543,0.17218543,0.857142857,0,0,1,0,1,0.333333333,0,0,0,0.444444444,0.555555556,0.5,0.692307692,0.689655172,0.5,1,0.454545455,0.692307692,0.625,0.5,1,0,9-DISTRITO FEDERAL-24-643-C1,DISTRITO FEDERAL,9,24,643,1,C,0
7301,0.111111111,0.417670683,0.184738956,0.176706827,0.714285714,0,1,0,0,1,0.444444444,0,0.111111111,0,0.333333333,0.444444444,0.4,0.846153846,0.74137931,0.793103448,1,0.363636364,0.846153846,0.671875,0.793103448,1,1,9-DISTRITO FEDERAL-24-644-C1,DISTRITO FEDERAL,9,24,644,1,C,0
7302,0.444444444,0.417670683,0.184738956,0.176706827,0.714285714,0,0,1,0,1,0.666666667,0.111111111,0,0,0.444444444,0.444444444,0.5,0.858974359,0.706896552,0.724137931,1,0.454545455,0.858974359,0.640625,0.724137931,1,0,9-DISTRITO FEDERAL-24-644-C2,DISTRITO FEDERAL,9,24,644,2,C,0
7303,0.666666667,0.027692308,0.132307692,0.132307692,0.857142857,0,0,1,0,1,0.777777778,0,0,0,0.222222222,0.333333333,0.36,0.820512821,0.775862069,0.793103448,1,0.327272727,0.820512821,0.703125,0.793103448,1,0,9-DISTRITO FEDERAL-24-645-B,DISTRITO FEDERAL,9,24,645,1,B,0
7308,0.444444444,0.444954128,0.201834862,0.19266055,0.714285714,0,0,1,0,1,0.666666667,0,0.111111111,0.111111111,0.222222222,0.555555556,0.38,0.897435897,0.620689655,0.879310345,1,0.345454545,0.897435897,0.5625,0.879310345,1,1,9-DISTRITO FEDERAL-24-646-C1,DISTRITO FEDERAL,9,24,646,1,C,0
7312,0.222222222,0.266666667,0.283333333,0.25,0.857142857,0,0,1,0,1,0.888888889,0,0,0.111111111,0.222222222,0.444444444,0.44,0.782051282,0.672413793,0.672413793,1,0.4,0.782051282,0.609375,0.672413793,1,0,9-DISTRITO FEDERAL-24-648-B,DISTRITO FEDERAL,9,24,648,1,B,0
7316,0.444444444,0.228426396,0.269035533,0.197969543,0.714285714,0,1,0,0,1,0.444444444,0,0,0,0.333333333,0.444444444,0.36,0.692307692,0.551724138,0.620689655,1,0.327272727,0.692307692,0.5,0.620689655,1,0,9-DISTRITO FEDERAL-24-650-C1,DISTRITO FEDERAL,9,24,650,1,C,0
