,Porcentaje_Sustituciones,porc_Rechazos,porc_NE,porc_Aptos,Casillas_x_CAE_escaladas,A1,B1,C1,Rural1,Urbana1,porc_m_mesas,porc_sin_e_mesas,porc_prim_mesas,porc_sec_mesas,porc_bach_mesas,porc_lic_mesas,edad_min_escalada_X_edo,edad_max_escalada_X_edo,edad_promedio_escalada_X_edo,edad_rango_escalada_X_edo,ciudadanos_antemesas_escalada_X_edo,edad_min_escalada_Nacional,edad_max_escalada_Nacional,edad_promedio_escalada_Nacional,edad_rango_escalada_Nacional,ciudadanos_antemesas_escalada_Nacional,Ausentismo2,Llave.Casilla,NOMBRE_ESTADO.x,iD_ESTADO.x,ID_DISTRITO.x,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA
3488,0.111111111,0.263157895,0.223684211,0.217105263,0.571428571,0,0,1,0,1,0.444444444,0,0.333333333,0,0.444444444,0.222222222,0.38,0.858974359,0.672413793,0.827586207,1,0.345454545,0.858974359,0.609375,0.827586207,1,1,9-DISTRITO FEDERAL-16-3317-B,DISTRITO FEDERAL,9,16,3317,1,B,0
3492,0.555555556,0.102040816,0.465306122,0.244897959,0.857142857,0,0,1,0,1,0.666666667,0,0.222222222,0.444444444,0.333333333,0,0.44,0.756410256,0.689655172,0.637931034,1,0.4,0.756410256,0.625,0.637931034,1,1,9-DISTRITO FEDERAL-16-3318-C2,DISTRITO FEDERAL,9,16,3318,2,C,0
3495,0.333333333,0.13986014,0.454545455,0.307692308,0.857142857,0,1,0,0,1,0.555555556,0,0.111111111,0.111111111,0.222222222,0.555555556,0.4,0.833333333,0.637931034,0.775862069,1,0.363636364,0.833333333,0.578125,0.775862069,1,0,9-DISTRITO FEDERAL-16-3320-B,DISTRITO FEDERAL,9,16,3320,1,B,0
3496,1.111111111,0.13986014,0.454545455,0.307692308,0.857142857,0,0,1,0,1,0.222222222,0,0,0.111111111,0.444444444,0.444444444,0.38,0.820512821,0.724137931,0.775862069,1,0.345454545,0.820512821,0.65625,0.775862069,1,0,9-DISTRITO FEDERAL-16-3320-C1,DISTRITO FEDERAL,9,16,3320,1,C,0
3499,0.888888889,0.0859375,0.48046875,0.26953125,0.857142857,0,1,0,0,1,0.777777778,0,0.111111111,0.333333333,0.333333333,0.111111111,0.42,0.717948718,0.637931034,0.603448276,1,0.381818182,0.717948718,0.578125,0.603448276,1,1,9-DISTRITO FEDERAL-16-3321-C2,DISTRITO FEDERAL,9,16,3321,2,C,0
3501,1,0.085585586,0.599099099,0.324324324,0.857142857,0,0,1,0,1,0.555555556,0,0.111111111,0.222222222,0.444444444,0.222222222,0.38,0.858974359,0.724137931,0.827586207,1,0.345454545,0.858974359,0.65625,0.827586207,1,0,9-DISTRITO FEDERAL-16-3322-C1,DISTRITO FEDERAL,9,16,3322,1,C,0
3507,1,0.092391304,0.326086957,0.282608696,0.714285714,0,1,0,0,1,0.444444444,0,0.111111111,0.333333333,0.333333333,0.222222222,0.38,0.820512821,0.655172414,0.775862069,1,0.345454545,0.820512821,0.59375,0.775862069,1,1,9-DISTRITO FEDERAL-16-3324-C1,DISTRITO FEDERAL,9,16,3324,1,C,0
3508,0.666666667,0.161073826,0.375838926,0.234899329,0.857142857,0,0,1,0,1,0.555555556,0,0,0,0.666666667,0.222222222,0.4,0.756410256,0.775862069,0.672413793,1,0.363636364,0.756410256,0.703125,0.672413793,1,1,9-DISTRITO FEDERAL-16-3325-B,DISTRITO FEDERAL,9,16,3325,1,B,0
3510,0.333333333,0.126760563,0.429577465,0.26056338,0.857142857,0,1,0,0,1,0.444444444,0,0,0,0.555555556,0.444444444,0.48,0.628205128,0.637931034,0.431034483,1,0.436363636,0.628205128,0.578125,0.431034483,1,0,9-DISTRITO FEDERAL-16-3326-B,DISTRITO FEDERAL,9,16,3326,1,B,0
3511,0.111111111,0.126760563,0.429577465,0.26056338,0.857142857,0,0,1,0,1,0.222222222,0,0,0.222222222,0.666666667,0.111111111,0.44,0.756410256,0.568965517,0.637931034,1,0.4,0.756410256,0.515625,0.637931034,1,1,9-DISTRITO FEDERAL-16-3326-C1,DISTRITO FEDERAL,9,16,3326,1,C,0
3518,0.555555556,0.148325359,0.373205742,0.277511962,0.857142857,0,0,1,0,1,0.777777778,0,0,0.222222222,0.555555556,0.222222222,0.4,0.730769231,0.586206897,0.637931034,1,0.363636364,0.730769231,0.53125,0.637931034,1,0,9-DISTRITO FEDERAL-16-3330-B,DISTRITO FEDERAL,9,16,3330,1,B,0
3519,0.444444444,0.148325359,0.373205742,0.277511962,0.857142857,0,0,1,0,1,0.777777778,0,0.111111111,0,0.666666667,0.222222222,0.38,0.730769231,0.586206897,0.655172414,1,0.345454545,0.730769231,0.53125,0.655172414,1,0,9-DISTRITO FEDERAL-16-3330-C1,DISTRITO FEDERAL,9,16,3330,1,C,0
3523,0.555555556,0.12962963,0.191358025,0.160493827,0.857142857,1,0,0,0,1,0.888888889,0,0.111111111,0.222222222,0.333333333,0.222222222,0.44,0.628205128,0.603448276,0.465517241,1,0.4,0.628205128,0.546875,0.465517241,1,1,9-DISTRITO FEDERAL-16-3332-B,DISTRITO FEDERAL,9,16,3332,1,B,0
3525,0.111111111,0.088757396,0.171597633,0.153846154,0.857142857,0,1,0,0,1,0.666666667,0,0,0.222222222,0.222222222,0.555555556,0.36,0.807692308,0.586206897,0.775862069,1,0.327272727,0.807692308,0.53125,0.775862069,1,1,9-DISTRITO FEDERAL-16-3333-B,DISTRITO FEDERAL,9,16,3333,1,B,0
3528,0.555555556,0.222222222,0.25,0.25,0.857142857,1,0,0,0,1,0.444444444,0,0,0,0.555555556,0.333333333,0.46,0.871794872,0.931034483,0.775862069,1,0.418181818,0.871794872,0.84375,0.775862069,1,1,9-DISTRITO FEDERAL-16-3334-C1,DISTRITO FEDERAL,9,16,3334,1,C,0
3534,0.555555556,0.255319149,0.239361702,0.223404255,0.571428571,0,1,0,0,1,0.444444444,0,0.111111111,0.222222222,0.555555556,0.111111111,0.38,0.794871795,0.603448276,0.74137931,1,0.345454545,0.794871795,0.546875,0.74137931,1,1,9-DISTRITO FEDERAL-16-3337-C1,DISTRITO FEDERAL,9,16,3337,1,C,0
3537,0.444444444,0.177570093,0.355140187,0.345794393,0.857142857,0,0,1,0,1,0.555555556,0,0.222222222,0,0.333333333,0.333333333,0.42,0.820512821,0.689655172,0.74137931,1,0.381818182,0.820512821,0.625,0.74137931,1,1,9-DISTRITO FEDERAL-16-3339-B,DISTRITO FEDERAL,9,16,3339,1,B,0
3539,0.333333333,0.036231884,0.275362319,0.268115942,0.571428571,0,1,0,0,1,0.666666667,0,0.111111111,0.111111111,0.444444444,0.333333333,0.38,0.846153846,0.655172414,0.810344828,1,0.345454545,0.846153846,0.59375,0.810344828,1,1,9-DISTRITO FEDERAL-16-3340-B,DISTRITO FEDERAL,9,16,3340,1,B,0
3540,0.666666667,0.036231884,0.275362319,0.268115942,0.571428571,0,1,0,0,1,0.444444444,0.111111111,0.222222222,0.111111111,0.333333333,0.111111111,0.4,0.820512821,0.724137931,0.75862069,1,0.363636364,0.820512821,0.65625,0.75862069,1,1,9-DISTRITO FEDERAL-16-3340-C1,DISTRITO FEDERAL,9,16,3340,1,C,0
3542,0.444444444,0.032085561,0.28342246,0.262032086,0.571428571,0,1,0,0,1,0.666666667,0,0,0.111111111,0.333333333,0.444444444,0.4,0.692307692,0.586206897,0.586206897,1,0.363636364,0.692307692,0.53125,0.586206897,1,1,9-DISTRITO FEDERAL-16-3341-C1,DISTRITO FEDERAL,9,16,3341,1,C,0
3544,1.111111111,0.179245283,0.330188679,0.301886792,0.857142857,0,0,1,0,1,0.555555556,0,0,0,0.444444444,0.555555556,0.4,0.897435897,0.568965517,0.862068966,1,0.363636364,0.897435897,0.515625,0.862068966,1,0,9-DISTRITO FEDERAL-16-3342-C1,DISTRITO FEDERAL,9,16,3342,1,C,0
3548,0.444444444,0.156976744,0.238372093,0.23255814,0.714285714,0,0,1,0,1,0.555555556,0,0,0.444444444,0.222222222,0.333333333,0.4,0.705128205,0.586206897,0.603448276,1,0.363636364,0.705128205,0.53125,0.603448276,1,1,9-DISTRITO FEDERAL-16-3344-C1,DISTRITO FEDERAL,9,16,3344,1,C,0
3549,0.444444444,0.166666667,0.311594203,0.268115942,0.857142857,0,0,1,0,1,0.666666667,0,0.222222222,0.111111111,0.111111111,0.555555556,0.44,0.884615385,0.586206897,0.810344828,1,0.4,0.884615385,0.53125,0.810344828,1,1,9-DISTRITO FEDERAL-16-3345-B,DISTRITO FEDERAL,9,16,3345,1,B,0
3554,0.333333333,0.134615385,0.467948718,0.237179487,0.857142857,0,0,1,0,1,1,0,0.111111111,0.111111111,0.222222222,0.444444444,0.42,0.871794872,0.655172414,0.810344828,1,0.381818182,0.871794872,0.59375,0.810344828,1,1,9-DISTRITO FEDERAL-16-3347-C1,DISTRITO FEDERAL,9,16,3347,1,C,0
3559,0.777777778,0.25136612,0.224043716,0.196721311,0.857142857,0,1,0,0,1,0.777777778,0,0.222222222,0.111111111,0.555555556,0.111111111,0.36,0.897435897,0.724137931,0.896551724,1,0.327272727,0.897435897,0.65625,0.896551724,1,1,9-DISTRITO FEDERAL-16-3350-C1,DISTRITO FEDERAL,9,16,3350,1,C,0
3563,0.666666667,0.221719457,0.36199095,0.253393665,0.857142857,0,1,0,0,1,0.555555556,0,0.111111111,0.222222222,0.222222222,0.444444444,0.38,0.615384615,0.620689655,0.5,1,0.345454545,0.615384615,0.5625,0.5,1,1,9-DISTRITO FEDERAL-16-3352-B,DISTRITO FEDERAL,9,16,3352,1,B,0
3564,1.111111111,0.221719457,0.36199095,0.253393665,0.857142857,0,0,1,0,1,0.888888889,0,0.111111111,0.333333333,0.555555556,0,0.38,0.641025641,0.706896552,0.534482759,1,0.345454545,0.641025641,0.640625,0.534482759,1,0,9-DISTRITO FEDERAL-16-3352-C1,DISTRITO FEDERAL,9,16,3352,1,C,0
3565,0.888888889,0.221719457,0.36199095,0.253393665,0.857142857,0,0,1,0,1,0.333333333,0,0.222222222,0.333333333,0.333333333,0.111111111,0.44,0.846153846,0.810344828,0.75862069,1,0.4,0.846153846,0.734375,0.75862069,1,1,9-DISTRITO FEDERAL-16-3352-C2,DISTRITO FEDERAL,9,16,3352,2,C,0
3566,0,0.175257732,0.268041237,0.216494845,0.714285714,0,1,0,0,1,0.444444444,0,0,0.111111111,0.222222222,0.555555556,0.36,0.756410256,0.534482759,0.706896552,1,0.327272727,0.756410256,0.484375,0.706896552,1,0,9-DISTRITO FEDERAL-16-3353-B,DISTRITO FEDERAL,9,16,3353,1,B,0
3568,0.777777778,0.239795918,0.459183673,0.301020408,0.857142857,0,0,1,0,1,0.555555556,0,0.111111111,0.111111111,0.444444444,0.333333333,0.38,0.846153846,0.586206897,0.810344828,1,0.345454545,0.846153846,0.53125,0.810344828,1,1,9-DISTRITO FEDERAL-16-3354-C1,DISTRITO FEDERAL,9,16,3354,1,C,0
3569,0.444444444,0.239795918,0.459183673,0.301020408,0.857142857,0,0,1,0,1,0.777777778,0.111111111,0.111111111,0.111111111,0.555555556,0.111111111,0.52,0.884615385,0.75862069,0.74137931,1,0.472727273,0.884615385,0.6875,0.74137931,1,1,9-DISTRITO FEDERAL-16-3354-C2,DISTRITO FEDERAL,9,16,3354,2,C,0
3571,1,0.095505618,0.533707865,0.275280899,0.857142857,0,0,1,0,1,0.444444444,0,0,0.222222222,0.444444444,0.333333333,0.46,0.705128205,0.637931034,0.551724138,1,0.418181818,0.705128205,0.578125,0.551724138,1,1,9-DISTRITO FEDERAL-16-3356-B,DISTRITO FEDERAL,9,16,3356,1,B,0
3572,0.333333333,0.095505618,0.533707865,0.275280899,0.857142857,0,1,0,0,1,0.666666667,0,0,0.333333333,0.333333333,0.222222222,0.4,0.615384615,0.568965517,0.482758621,1,0.363636364,0.615384615,0.515625,0.482758621,1,1,9-DISTRITO FEDERAL-16-3356-C1,DISTRITO FEDERAL,9,16,3356,1,C,0
3573,0.333333333,0.144927536,0.260869565,0.260869565,0.857142857,0,0,1,0,1,0.555555556,0,0.111111111,0.111111111,0.111111111,0.666666667,0.38,0.717948718,0.482758621,0.637931034,1,0.345454545,0.717948718,0.4375,0.637931034,1,0,9-DISTRITO FEDERAL-16-3357-B,DISTRITO FEDERAL,9,16,3357,1,B,0
3577,0.666666667,0.164251208,0.304347826,0.280193237,0.857142857,0,0,1,0,1,0.444444444,0,0.111111111,0.333333333,0.555555556,0,0.38,0.769230769,0.620689655,0.706896552,1,0.345454545,0.769230769,0.5625,0.706896552,1,1,9-DISTRITO FEDERAL-16-3358-C2,DISTRITO FEDERAL,9,16,3358,2,C,0
3579,1,0.132653061,0.418367347,0.316326531,0.857142857,0,1,0,0,1,0.666666667,0,0.111111111,0.555555556,0.222222222,0.111111111,0.4,0.705128205,0.603448276,0.603448276,1,0.363636364,0.705128205,0.546875,0.603448276,1,1,9-DISTRITO FEDERAL-16-3359-C1,DISTRITO FEDERAL,9,16,3359,1,C,0
3580,0.333333333,0.132653061,0.418367347,0.316326531,0.857142857,0,1,0,0,1,0.555555556,0.111111111,0.111111111,0.333333333,0.444444444,0,0.46,0.692307692,0.672413793,0.534482759,1,0.418181818,0.692307692,0.609375,0.534482759,1,1,9-DISTRITO FEDERAL-16-3359-C2,DISTRITO FEDERAL,9,16,3359,2,C,0
3583,0.666666667,0.200417537,0.352818372,0.248434238,0.857142857,0,1,0,0,1,0.666666667,0,0.111111111,0.222222222,0.111111111,0.555555556,0.4,0.782051282,0.75862069,0.706896552,1,0.363636364,0.782051282,0.6875,0.706896552,1,0,9-DISTRITO FEDERAL-16-3360-C2,DISTRITO FEDERAL,9,16,3360,2,C,0
3584,0.777777778,0.200417537,0.352818372,0.248434238,0.857142857,0,0,1,0,1,0.777777778,0,0.111111111,0.333333333,0.111111111,0.444444444,0.8,0.858974359,0.862068966,0.465517241,1,0.727272727,0.858974359,0.78125,0.465517241,1,1,9-DISTRITO FEDERAL-16-3360-C3,DISTRITO FEDERAL,9,16,3360,3,C,0
3588,0.666666667,0.160194175,0.305825243,0.252427184,0.857142857,0,1,0,0,1,0.555555556,0,0.111111111,0.222222222,0.333333333,0.333333333,0.46,0.743589744,0.637931034,0.603448276,1,0.418181818,0.743589744,0.578125,0.603448276,1,0,9-DISTRITO FEDERAL-16-3362-B,DISTRITO FEDERAL,9,16,3362,1,B,0
3589,0.888888889,0.160194175,0.305825243,0.252427184,0.857142857,0,1,0,0,1,0.555555556,0,0.111111111,0.555555556,0.333333333,0,0.42,0.794871795,0.775862069,0.706896552,1,0.381818182,0.794871795,0.703125,0.706896552,1,0,9-DISTRITO FEDERAL-16-3362-C1,DISTRITO FEDERAL,9,16,3362,1,C,0
3590,0.333333333,0.160194175,0.305825243,0.252427184,0.857142857,0,0,1,0,1,0.666666667,0,0.111111111,0.444444444,0.333333333,0.111111111,0.4,0.653846154,0.603448276,0.534482759,1,0.363636364,0.653846154,0.546875,0.534482759,1,1,9-DISTRITO FEDERAL-16-3362-C2,DISTRITO FEDERAL,9,16,3362,2,C,0
3595,0.333333333,0.099547511,0.524886878,0.266968326,0.857142857,0,0,1,0,1,0.555555556,0,0.222222222,0.333333333,0.333333333,0.111111111,0.46,0.730769231,0.603448276,0.586206897,1,0.418181818,0.730769231,0.546875,0.586206897,1,0,9-DISTRITO FEDERAL-16-3364-C2,DISTRITO FEDERAL,9,16,3364,2,C,0
3600,0.111111111,0.142857143,0.379120879,0.247252747,0.571428571,0,1,0,0,1,0.777777778,0,0.111111111,0.222222222,0.333333333,0.222222222,0.36,0.628205128,0.5,0.534482759,1,0.327272727,0.628205128,0.453125,0.534482759,1,1,9-DISTRITO FEDERAL-16-3375-B,DISTRITO FEDERAL,9,16,3375,1,B,0
3603,0.333333333,0.37254902,0.235294118,0.235294118,0.857142857,0,0,1,0,1,0.555555556,0,0.222222222,0.555555556,0,0.111111111,0.44,0.769230769,0.775862069,0.655172414,1,0.4,0.769230769,0.703125,0.655172414,1,1,9-DISTRITO FEDERAL-16-3400-B,DISTRITO FEDERAL,9,16,3400,1,B,0
3604,0.444444444,0.146666667,0.44,0.306666667,0.714285714,0,1,0,0,1,0.777777778,0,0.222222222,0,0.555555556,0.222222222,0.38,0.692307692,0.586206897,0.603448276,1,0.345454545,0.692307692,0.53125,0.603448276,1,1,9-DISTRITO FEDERAL-16-3401-B,DISTRITO FEDERAL,9,16,3401,1,B,0
3616,0.444444444,0.12,0.224,0.208,0.857142857,0,1,0,0,1,0.444444444,0,0.111111111,0.111111111,0.666666667,0.111111111,0.38,0.871794872,0.724137931,0.844827586,1,0.345454545,0.871794872,0.65625,0.844827586,1,0,9-DISTRITO FEDERAL-16-3410-C1,DISTRITO FEDERAL,9,16,3410,1,C,0
3618,0.333333333,0.179487179,0.448717949,0.25,0.857142857,0,0,1,0,1,0.888888889,0,0,0.111111111,0.444444444,0.444444444,0.48,0.730769231,0.775862069,0.568965517,1,0.436363636,0.730769231,0.703125,0.568965517,1,1,9-DISTRITO FEDERAL-16-3411-C1,DISTRITO FEDERAL,9,16,3411,1,C,0
3620,0.333333333,0.193277311,0.285714286,0.285714286,0.857142857,0,1,0,0,1,0.777777778,0,0.111111111,0,0.111111111,0.666666667,0.38,0.769230769,0.74137931,0.706896552,1,0.345454545,0.769230769,0.671875,0.706896552,1,1,9-DISTRITO FEDERAL-16-3412-C1,DISTRITO FEDERAL,9,16,3412,1,C,0
3621,0.111111111,0.231884058,0.311594203,0.18115942,0.857142857,0,0,1,0,1,0.555555556,0,0,0,0.444444444,0.444444444,0.42,0.884615385,0.706896552,0.827586207,1,0.381818182,0.884615385,0.640625,0.827586207,1,1,9-DISTRITO FEDERAL-16-3413-B,DISTRITO FEDERAL,9,16,3413,1,B,0
3623,0.222222222,0.24137931,0.370689655,0.232758621,0.857142857,0,0,1,0,1,0.444444444,0,0.111111111,0.111111111,0.222222222,0.333333333,0.48,0.692307692,0.672413793,0.517241379,1,0.436363636,0.692307692,0.609375,0.517241379,1,0,9-DISTRITO FEDERAL-16-3414-B,DISTRITO FEDERAL,9,16,3414,1,B,0
3626,1.222222222,0.108108108,0.412162162,0.27027027,0.857142857,0,0,1,0,1,0.444444444,0,0.111111111,0,0.222222222,0.444444444,0.42,0.897435897,0.75862069,0.844827586,1,0.381818182,0.897435897,0.6875,0.844827586,1,1,9-DISTRITO FEDERAL-16-3417-B,DISTRITO FEDERAL,9,16,3417,1,B,0
3627,0.666666667,0.108108108,0.412162162,0.27027027,0.857142857,0,0,1,0,1,0.555555556,0.111111111,0,0,0.333333333,0.333333333,0.46,0.730769231,0.655172414,0.586206897,1,0.418181818,0.730769231,0.59375,0.586206897,1,1,9-DISTRITO FEDERAL-16-3417-C1,DISTRITO FEDERAL,9,16,3417,1,C,0
3628,0.555555556,0.295698925,0.338709677,0.279569892,0.571428571,1,0,0,0,1,0.555555556,0,0.111111111,0.222222222,0.111111111,0.555555556,0.46,0.743589744,0.74137931,0.603448276,1,0.418181818,0.743589744,0.671875,0.603448276,1,0,9-DISTRITO FEDERAL-16-3418-B,DISTRITO FEDERAL,9,16,3418,1,B,0
3632,0.444444444,0.220430108,0.333333333,0.284946237,0.571428571,1,0,0,0,1,0.444444444,0,0,0.111111111,0.111111111,0.666666667,0.44,0.858974359,0.706896552,0.775862069,1,0.4,0.858974359,0.640625,0.775862069,1,0,9-DISTRITO FEDERAL-16-3421-B,DISTRITO FEDERAL,9,16,3421,1,B,0
3639,1.111111111,0.221374046,0.312977099,0.290076336,0.857142857,0,0,1,0,1,0.444444444,0,0.111111111,0.222222222,0.222222222,0.444444444,0.54,0.846153846,0.827586207,0.672413793,1,0.490909091,0.846153846,0.75,0.672413793,1,0,9-DISTRITO FEDERAL-16-3473-C1,DISTRITO FEDERAL,9,16,3473,1,C,0
3650,0.111111111,0.16969697,0.418181818,0.175757576,0.857142857,0,1,0,0,1,0.333333333,0.111111111,0.111111111,0,0.333333333,0.333333333,0.44,0.782051282,0.724137931,0.672413793,1,0.4,0.782051282,0.65625,0.672413793,1,1,9-DISTRITO FEDERAL-16-3481-C2,DISTRITO FEDERAL,9,16,3481,2,C,0
3651,0.111111111,0.16969697,0.418181818,0.175757576,0.857142857,1,0,0,0,1,0.555555556,0.111111111,0.111111111,0.111111111,0.222222222,0.444444444,0.38,0.756410256,0.672413793,0.689655172,1,0.345454545,0.756410256,0.609375,0.689655172,1,1,9-DISTRITO FEDERAL-16-3481-C3,DISTRITO FEDERAL,9,16,3481,3,C,0
3654,0.444444444,0.11038961,0.590909091,0.12987013,0.714285714,0,0,1,0,1,0.555555556,0.111111111,0,0.111111111,0.111111111,0.555555556,0.38,0.820512821,0.706896552,0.775862069,1,0.345454545,0.820512821,0.640625,0.775862069,1,0,9-DISTRITO FEDERAL-17-3365-B,DISTRITO FEDERAL,9,17,3365,1,B,0
3657,0.111111111,0.471544715,0.365853659,0.162601626,0.857142857,0,1,0,0,1,0.444444444,0,0,0.111111111,0.222222222,0.555555556,0.42,0.782051282,0.74137931,0.689655172,1,0.381818182,0.782051282,0.671875,0.689655172,1,0,9-DISTRITO FEDERAL-17-3367-B,DISTRITO FEDERAL,9,17,3367,1,B,0
3659,0.111111111,0.5,0.336065574,0.147540984,0.857142857,0,0,1,0,1,0.444444444,0.111111111,0,0,0.222222222,0.555555556,0.46,0.897435897,0.913793103,0.810344828,1,0.418181818,0.897435897,0.828125,0.810344828,1,1,9-DISTRITO FEDERAL-17-3368-B,DISTRITO FEDERAL,9,17,3368,1,B,0
3660,0.222222222,0.5,0.336065574,0.147540984,0.857142857,0,0,1,0,1,0.777777778,0,0,0.111111111,0,0.777777778,1,0.846153846,1,0.275862069,1,0.909090909,0.846153846,0.90625,0.275862069,1,0,9-DISTRITO FEDERAL-17-3368-C1,DISTRITO FEDERAL,9,17,3368,1,C,0
3664,0.555555556,0.06,0.406666667,0.22,0.714285714,0,0,1,0,1,0.444444444,0,0.333333333,0.333333333,0.222222222,0.111111111,0.38,0.705128205,0.655172414,0.620689655,1,0.345454545,0.705128205,0.59375,0.620689655,1,1,9-DISTRITO FEDERAL-17-3370-C1,DISTRITO FEDERAL,9,17,3370,1,C,0
3667,0.333333333,0.069444444,0.342592593,0.143518519,0.714285714,0,1,0,0,1,0.555555556,0,0.222222222,0.222222222,0.222222222,0.333333333,0.38,0.846153846,0.637931034,0.810344828,1,0.345454545,0.846153846,0.578125,0.810344828,1,0,9-DISTRITO FEDERAL-17-3371-C2,DISTRITO FEDERAL,9,17,3371,2,C,0
3668,1.111111111,0.125506073,0.259109312,0.234817814,0.857142857,0,0,1,0,1,0.666666667,0,0.111111111,0.555555556,0.222222222,0.111111111,0.38,0.705128205,0.620689655,0.620689655,1,0.345454545,0.705128205,0.5625,0.620689655,1,1,9-DISTRITO FEDERAL-17-3377-B,DISTRITO FEDERAL,9,17,3377,1,B,0
3669,0.666666667,0.125506073,0.259109312,0.234817814,0.857142857,0,0,1,0,1,0.555555556,0,0,0.222222222,0.555555556,0.222222222,0.4,0.833333333,0.724137931,0.775862069,1,0.363636364,0.833333333,0.65625,0.775862069,1,1,9-DISTRITO FEDERAL-17-3377-C1,DISTRITO FEDERAL,9,17,3377,1,C,0
3671,0.777777778,0.019900498,0.696517413,0.313432836,0.714285714,0,0,1,0,1,0.888888889,0,0,0.111111111,0.333333333,0.444444444,0.4,0.794871795,0.603448276,0.724137931,1,0.363636364,0.794871795,0.546875,0.724137931,1,1,9-DISTRITO FEDERAL-17-3378-B,DISTRITO FEDERAL,9,17,3378,1,B,0
3672,0.333333333,0.019900498,0.696517413,0.313432836,0.714285714,0,0,1,0,1,0.666666667,0,0,0.333333333,0.444444444,0.222222222,0.42,0.692307692,0.637931034,0.568965517,1,0.381818182,0.692307692,0.578125,0.568965517,1,0,9-DISTRITO FEDERAL-17-3378-C1,DISTRITO FEDERAL,9,17,3378,1,C,0
3673,0.888888889,0.019900498,0.696517413,0.313432836,0.714285714,0,0,1,0,1,0.666666667,0,0,0.222222222,0.333333333,0.444444444,0.42,0.807692308,0.689655172,0.724137931,1,0.381818182,0.807692308,0.625,0.724137931,1,0,9-DISTRITO FEDERAL-17-3378-C2,DISTRITO FEDERAL,9,17,3378,2,C,0
3674,0.888888889,0.055944056,0.622377622,0.321678322,0.714285714,0,1,0,0,1,0.666666667,0,0,0.333333333,0.333333333,0.222222222,0.56,0.833333333,0.724137931,0.637931034,1,0.509090909,0.833333333,0.65625,0.637931034,1,1,9-DISTRITO FEDERAL-17-3379-B,DISTRITO FEDERAL,9,17,3379,1,B,0
3676,0.222222222,0.061728395,0.49382716,0.230452675,0.857142857,0,0,1,0,1,0.555555556,0,0.111111111,0.333333333,0.333333333,0.222222222,0.38,0.730769231,0.655172414,0.655172414,1,0.345454545,0.730769231,0.59375,0.655172414,1,0,9-DISTRITO FEDERAL-17-3380-C1,DISTRITO FEDERAL,9,17,3380,1,C,0
3679,0.333333333,0.103174603,0.488095238,0.21031746,0.857142857,0,0,1,0,1,0.666666667,0,0,0.111111111,0.555555556,0.222222222,0.52,0.666666667,0.75862069,0.448275862,1,0.472727273,0.666666667,0.6875,0.448275862,1,0,9-DISTRITO FEDERAL-17-3381-C1,DISTRITO FEDERAL,9,17,3381,1,C,0
3680,0.444444444,0.103174603,0.488095238,0.21031746,0.857142857,0,0,1,0,1,0.666666667,0,0,0.111111111,0.666666667,0.222222222,0.42,0.679487179,0.689655172,0.551724138,1,0.381818182,0.679487179,0.625,0.551724138,1,0,9-DISTRITO FEDERAL-17-3381-C2,DISTRITO FEDERAL,9,17,3381,2,C,0
3686,0.111111111,0.069767442,0.598837209,0.104651163,0.714285714,0,0,1,0,1,0.777777778,0,0,0.111111111,0.333333333,0.555555556,0.38,0.769230769,0.75862069,0.706896552,1,0.345454545,0.769230769,0.6875,0.706896552,1,0,9-DISTRITO FEDERAL-17-3384-B,DISTRITO FEDERAL,9,17,3384,1,B,0
3687,0,0.069767442,0.598837209,0.104651163,0.714285714,0,0,1,0,1,0.666666667,0,0,0.111111111,0.222222222,0.555555556,0.36,0.897435897,0.810344828,0.896551724,1,0.327272727,0.897435897,0.734375,0.896551724,1,0,9-DISTRITO FEDERAL-17-3384-C1,DISTRITO FEDERAL,9,17,3384,1,C,0
3688,0.222222222,0.101727447,0.326295585,0.136276392,0.857142857,0,1,0,0,1,0.888888889,0,0,0.444444444,0.222222222,0.333333333,0.38,0.58974359,0.534482759,0.465517241,1,0.345454545,0.58974359,0.484375,0.465517241,1,0,9-DISTRITO FEDERAL-17-3385-B,DISTRITO FEDERAL,9,17,3385,1,B,0
3689,0.777777778,0.101727447,0.326295585,0.136276392,0.857142857,0,1,0,0,1,0.666666667,0,0,0.555555556,0.111111111,0.333333333,0.4,0.782051282,0.637931034,0.706896552,1,0.363636364,0.782051282,0.578125,0.706896552,1,0,9-DISTRITO FEDERAL-17-3385-C1,DISTRITO FEDERAL,9,17,3385,1,C,0
3690,0,0.101727447,0.326295585,0.136276392,0.857142857,0,1,0,0,1,0.555555556,0,0,0.444444444,0.333333333,0.222222222,0.38,0.871794872,0.551724138,0.844827586,1,0.345454545,0.871794872,0.5,0.844827586,1,1,9-DISTRITO FEDERAL-17-3385-C2,DISTRITO FEDERAL,9,17,3385,2,C,0
3691,0.333333333,0.101727447,0.326295585,0.136276392,0.857142857,0,0,1,0,1,0.555555556,0,0,0.222222222,0.555555556,0.222222222,0.38,0.769230769,0.603448276,0.706896552,1,0.345454545,0.769230769,0.546875,0.706896552,1,1,9-DISTRITO FEDERAL-17-3385-C3,DISTRITO FEDERAL,9,17,3385,3,C,0
