"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"1",-0.0182414397342826,-0.202032408499253,-0.623941437264489,1.94063886848857,0.754275882153012,0.0147004222245076,0.0358534529700311,0.102011100961652,-2.75291381658276,0.0875968094900707,-0.01266509837395,-0.0416452255917851,3.20091382109772,2.88418992834082,2.21406345509692,0.800872049995576,1.2355271617747,-0.0131228526142809,-2.252604677209,-0.225730391169414,2.2470721992203,0.0634258892906693,0.561269907967842,-0.3533966454074,0.0806065647736785,1.19279666625678
"2",0.055513388839138,-0.43859799743088,-1.22815559823423,2.50775281435817,0.00769010633090592,-0.280707059607592,0.0101106295651691,0.0993216599381332,-1.57443157714684,-0.0653771904337707,-0.321232581453654,-0.131413693562411,1.33786933208433,2.41924682313876,1.46925847143482,0.0772813809372655,-0.0125886670410368,0.0405707892338476,-3.62408520368946,0.015224359477823,0.59362207477518,0.0383732486970218,-0.00219882516061209,1.60170333696129,-0.0969142767132762,-0.0252122205336223
"3",0.0497888519609687,-0.734353544046649,-0.321186321889443,1.3083801857033,0.00509542875206428,-0.0447973899673528,-0.136671513680081,0.0582617909047935,-0.0727435692593352,-0.0380352223986827,-0.0250952788893715,-0.00842105724800372,2.5126724572045,2.19439892351505,1.51136384796774,0.0240084330584099,0.119877092472282,-0.359357364125328,-3.17079454570497,0.487885318503158,0.0322741380886321,1.13692560544045,0.0174395461433643,0.0811184773558349,-0.0622447201421089,-0.263459713379587
"4",-0.0549655706092086,-0.0594885027873266,-0.537209857693207,2.42102654959245,0.0245018155515947,0.0300154669517838,0.137363338479543,0.259978884393843,-0.0529168264298884,0.0144454317712191,-0.048619837192773,-0.0186606553271013,2.73527778122397,2.71675195710429,1.87601577181426,0.680896424352777,1.14547385149793,-0.00753823042527116,-3.58388377462753,-0.0666614457563,-1.69003847215296,0.170076239775981,-0.000913944233393499,0.709523951503935,0.000100958691705556,0.0999493712791738
"5",0.0405088447184115,-0.121032883655003,-1.27522237386709,2.29181509586956,0.0459470886638995,-0.0778073072953413,0.123311705184534,0.182691058068377,0.66671243226143,-0.15123015038441,-0.0909154205370379,-0.121086556738131,3.20914455688495,2.71884789574031,2.40920863073198,1.1040703735585,2.05293922416479,0.711957178532425,-3.92626113689893,-0.000605281666762866,-3.11252298597497,-0.0786859239477029,-0.199083196913239,-0.00969699822914145,0.132973390639238,0.069302536371312
"6",0.0215599700603584,-0.155819739094767,-1.05244601497975,1.61496270342781,-0.0510627472882843,-0.0219781794393441,0.0571883331149952,0.263382992886162,0.0566132262975911,-0.0623037643914865,-0.390568914422933,0.192566107802749,3.01039898558991,2.72967177033215,2.05752594601499,0.773361098067053,-0.040357505705678,-0.508386915817766,-0.00189168206210738,0.0353023691253332,-0.00788424612546557,1.20882481462303,0.0884771489489305,-3.13945420838329,0.0422419284938261,3.91128978244831
"7",0.0316744053754505,-0.0583682125295191,-1.19090243373979,2.50990916389458,0.110818222803759,-0.0569936450222246,0.048632625075337,0.23138586639353,-0.0648034593811146,-0.064969634347781,-0.0048694417646199,0.0248641677474551,2.17236455478661,2.67111322992402,1.58213145596735,0.134093567481162,0.95982748544639,0.0324509580541232,-0.0898503481082674,0.165432460086639,1.72913315012024,-0.161041288187918,-0.0347215737405847,-3.22843997983218,-0.107858272889122,-0.0554811159636961
"8",-0.0656863043291956,-0.556183660597057,-1.0952682846777,1.88129218336825,0.0423744442226089,-0.293368170421307,-0.0145874134291099,0.0602997441093069,0.0651972052629662,0.127822364730927,-0.351124450403394,-0.0494159047195056,3.1615990430257,2.61159200533009,2.23103112113812,0.739944016392611,-0.0727466007272027,-2.32318437081542,-2.16066452527058,-0.0191679313476493,0.0156442055096601,0.919413325299891,2.77788670769558,-0.539842955843433,-0.0508326090352315,0.937765461961866
"9",-0.0141658160699325,0.061548058060263,-0.938224109196279,2.18748693070147,0.0174951568286666,-0.183439984321301,-0.0203017850549309,0.0513567685716705,1.16064580718229,0.0346171059196981,-0.101246787463223,-0.138172437458396,3.45018276936089,3.17275273860057,2.46631079074769,1.12604356348631,-0.00129816270344352,2.42235020118455,-2.40307727834266,-1.36352361713924,1.67548953597037,0.0841278539649741,-0.01448197908579,-0.443591136815241,-0.0467951088867408,-0.0288737144218162
"10",0.0308524791191276,-0.00349768804290227,-0.467830572251641,1.46709705476418,0.420652501049189,-0.395437552761438,-0.101894603473887,-0.0136373650627515,0.049108477021973,-0.0815911569573225,-0.0205914020534199,-0.0495169206166768,3.24786876650744,2.74115162902145,2.05106877822535,0.810996480645256,-1.06723011948792,0.486347585424691,-1.42055166720735,-1.44577350493877,0.0211026599907031,3.44235549291954,0.00397147704389102,-2.72521403075067,1.6063468913576,-0.0646017145433176
